X,0.175111111111111 -1.2891111111111107 0.6187777777777778,0.378888888888889 -2.4098888888888896 2.045222222222224,0.05044444444444454 0.3818888888888874 -3.7025555555555525,-0.30088888888888954 4.422222222222231 -15.120888888888915,-1.1975555555555488 17.423888888888783 -61.74755555555513,1.466666666666677 -29.200000000000184 140.7333333333342,0.15555555555555697 -2.3222222222222593 3.722222222222385,-0.7777777777777705 19.61111111111093 -124.61111111111002,1.2444444444444582 -33.97777777777815 229.27777777778027
2.903,-1.6477788239999995,-1.7576335899999989,-2.168816146,-4.818891508000005,-21.25829657799983,68.3259332000004,-1.7082585999999331,-74.23470699999937,141.1277312000015
2.904,-1.6480510648888886,-1.7578432711111103,-2.168141326222223,-4.816216547555561,-21.24782689422205,68.30525013333376,-1.7096775111110443,-74.21961244444381,141.10097991111263
2.905,-1.648322955555555,-1.7580521944444438,-2.1674664055555564,-4.813542188888896,-21.237359605555383,68.28457000000041,-1.7110961111110443,-74.20451944444382,141.07423111111265
2.906,-1.6485944959999999,-1.75826036,-2.1667913840000006,-4.810868432000005,-21.226894711999826,68.26389280000042,-1.7125143999999342,-74.18942799999937,141.04748480000154
2.907,-1.648865686222222,-1.7584677677777774,-2.166116261555556,-4.808195276888894,-21.216432213555386,68.24321853333375,-1.7139323777777111,-74.17433811111049,141.0207409777793
2.908,-1.6491365262222217,-1.7586744177777773,-2.1654410382222227,-4.80552272355556,-21.205972110222042,68.22254720000042,-1.7153500444443779,-74.15924977777715,140.99399964444598
2.909,-1.6494070159999992,-1.7588803099999994,-2.1647657140000005,-4.802850772000006,-21.19551440199983,68.20187880000043,-1.7167673999999327,-74.14416299999938,140.96726080000155
2.91,-1.6496771555555547,-1.7590854444444437,-2.164090288888889,-4.800179422222227,-21.185059088888714,68.18121333333376,-1.7181844444443772,-74.12907777777716,140.94052444444597
2.911,-1.649946944888888,-1.7592898211111105,-2.1634147628888893,-4.797508674222227,-21.174606170888715,68.16055080000042,-1.7196011777777116,-74.11399411111049,140.9137905777793
2.912,-1.6502163839999997,-1.7594934399999995,-2.162739136000001,-4.794838528000005,-21.164155647999827,68.13989120000042,-1.7210175999999322,-74.09891199999939,140.88705920000154
2.913,-1.6504854728888887,-1.7596963011111102,-2.162063408222223,-4.792168983555561,-21.15370752022205,68.11923453333375,-1.7224337111110444,-74.08383144444383,140.86033031111265
2.914,-1.650754211555555,-1.759898404444443,-2.161387579555556,-4.789500040888893,-21.14326178755538,68.0985808000004,-1.7238495111110446,-74.06875244444382,140.83360391111262
2.915,-1.6510225999999997,-1.7600997499999993,-2.1607116500000005,-4.786831700000006,-21.13281844999983,68.07793000000042,-1.7252649999999328,-74.05367499999937,140.8068800000015
2.916,-1.651290638222222,-1.7603003377777773,-2.160035619555556,-4.784163960888895,-21.122377507555377,68.05728213333376,-1.7266801777777108,-74.0385991111105,140.7801585777793
2.917,-1.6515583262222218,-1.7605001677777778,-2.159359488222223,-4.78149682355556,-21.111938960222048,68.03663720000043,-1.7280950444443777,-74.02352477777715,140.75343964444596
2.918,-1.6518256639999995,-1.7606992399999997,-2.1586832560000007,-4.778830288000005,-21.10150280799983,68.01599520000042,-1.7295095999999344,-74.00845199999938,140.72672320000152
2.919,-1.652092651555555,-1.7608975544444432,-2.158006922888889,-4.776164354222226,-21.09106905088872,67.99535613333376,-1.7309238444443782,-73.99338077777715,140.70000924444597
2.92,-1.6523592888888885,-1.7610951111111106,-2.1573304888888893,-4.773499022222227,-21.080637688888714,67.97472000000042,-1.7323377777777118,-73.97831111111049,140.6732977777793
2.921,-1.6526255759999993,-1.7612919099999993,-2.1566539540000003,-4.770834292000005,-21.070208721999826,67.95408680000041,-1.7337513999999326,-73.96324299999938,140.64658880000152
2.922,-1.6528915128888881,-1.7614879511111106,-2.155977318222223,-4.768170163555562,-21.05978215022205,67.93345653333375,-1.7351647111110449,-73.94817644444382,140.61988231111263
2.923,-1.6531570995555551,-1.761683234444444,-2.155300581555556,-4.765506636888892,-21.04935797355538,67.91282920000042,-1.7365777111110452,-73.93311144444382,140.59317831111264
2.924,-1.6534223359999998,-1.76187776,-2.1546237440000002,-4.762843712000006,-21.03893619199983,67.89220480000043,-1.7379903999999335,-73.91804799999937,140.5664768000015
2.925,-1.6536872222222216,-1.7620715277777768,-2.153946805555556,-4.7601813888888955,-21.028516805555384,67.87158333333375,-1.7394027777777108,-73.9029861111105,140.5397777777793
2.926,-1.6539517582222216,-1.762264537777777,-2.1532697662222224,-4.7575196675555596,-21.018099814222047,67.85096480000041,-1.7408148444443787,-73.88792577777716,140.51308124444597
2.927,-1.6542159439999997,-1.762456789999999,-2.1525926260000006,-4.754858548000007,-21.00768521799983,67.83034920000041,-1.742226599999933,-73.87286699999937,140.4863872000015
2.928,-1.6544797795555555,-1.762648284444444,-2.1519153848888894,-4.752198030222226,-20.99727301688872,67.80973653333376,-1.7436380444443778,-73.85780977777716,140.45969564444596
