X,-5.66133211400731E-4 0.016951623228167456 -0.20596936442616737 1.2216478433166404 -3.270455509831012 2.762446410608357 -0.6859631153788236,0.002539734796524242 -0.09020082304524431 1.2732002743481132 -9.181068815727254 35.78078765431382 -70.7977079560918 53.01449474164679,-0.006388172534686843 0.298163145862473 -5.590128486521588 53.76625781140821 -279.5104917243342 744.8637177425569 -795.9848529202077,0.006523639689045948 -0.379706995883289 8.984079561007885 -110.33480566944804 740.0739884745915 -2566.0235220755426 3589.189373557931,-9.741197988591336E-4 0.08140521262321816 -2.684308642062188 45.098434614864175 -408.90798039382037 1900.5398856366835 -3540.8050114981856
0.565,0.031115313437452552,22.904628776784136,-455.21889315457395,2356.629851753211,-2589.6684647474804
0.566,0.03121036834997637,22.866366837314146,-454.74246748086875,2354.801306786063,-2588.1890341083536
0.567,0.03130229899581494,22.82814985575247,-454.26643866631986,2352.973900450258,-2586.7102781579097
0.568,0.031391110218554785,22.78997779264168,-453.79080645873125,2351.1476321987657,-2585.2321966605077
0.569,0.03147680685792631,22.75185060854905,-453.3155706060214,2349.3225014847458,-2583.7547893805663
0.57,0.03155939374980643,22.7137682640666,-452.8407308562237,2347.498507761549,-2582.2780560825618
0.571,0.03163887572622048,22.675730719811003,-452.3662869574856,2345.6756504827163,-2580.801996531031
0.572,0.03171525761534422,22.63773793642364,-451.8922386580695,2343.8539291019797,-2579.326610490568
0.573,0.03178854424150401,22.599789874570558,-451.41858570635213,2342.0333430732608,-2577.851897725827
0.574,0.03185874042518122,22.561886494942456,-450.94532785082464,2340.2138918506716,-2576.3778580015205
0.575,0.03192585098301104,22.524027758254718,-450.47246484009247,2338.3955748885155,-2574.9044910824214
0.576,0.031989880727787856,22.486213625247338,-449.9999964228758,2336.5783916412843,-2573.4317967333595
0.577,0.03205083446846335,22.448444056684977,-449.52792234800893,2334.7623415636617,-2571.9597747192247
0.578,0.032108717010151167,22.410719013356903,-449.0562423644402,2332.94742411052,-2570.4884248049657
0.579,0.03216353315412668,22.373038456076994,-448.5849562212329,2331.133638736923,-2569.0177467555895
0.58,0.03221528769783011,22.33540234568376,-448.114063667564,2329.3209848981232,-2567.5477403361633
0.581,0.03226398543486808,22.297810643040272,-447.64356445272483,2327.5094620495647,-2566.078405311812
0.582,0.03230963115501484,22.260263309034226,-447.17345832612114,2325.69906964688,-2564.609741447719
0.583,0.03235222964421447,22.22276030457786,-446.70374503727254,2323.8898071458934,-2563.141748509128
0.584,0.032391785684582675,22.185301590608,-446.23442433581295,2322.0816740026175,-2561.6744262613406
0.585,0.03242830405440933,22.147887128086023,-445.7654959714901,2320.274669673255,-2560.207774469718
0.586,0.032461789528158036,22.110516877997846,-445.29695969416616,2318.468793614199,-2558.7417928996792
0.587,0.03249224687647079,22.073190801353945,-444.8288152538171,2316.664045282031,-2557.276481316703
0.588,0.03251968086616741,22.0359088591893,-444.36106240053283,2314.860424133525,-2555.8118394863263
0.589,0.032544096260248456,21.998671012563417,-443.89370088451733,2313.057929625642,-2554.347867174145
0.59,0.03256549781789775,21.96147722256032,-443.4267304560885,2311.256561215533,-2552.884564145814
0.591,0.032583890294482276,21.924327450288516,-442.960150865678,2309.4563183605396,-2551.421930167047
0.592,0.03259927844155497,21.887221656881003,-442.49396186383143,2307.6572005181933,-2549.959965003616
0.593,0.032611667006856804,21.850159803495288,-442.02816320120826,2305.8592071462135,-2548.4986684213527
0.594,0.03262106073431925,21.813141851313294,-441.5627546285816,2304.06233770251,-2547.0380401861466
0.595,0.032627464364063385,21.77616776154145,-441.09773589683857,2302.266591645182,-2545.578080063947
0.596,0.032630882632404656,21.73923749541062,-440.6331067569797,2300.471968432518,-2544.11878782076
0.597,0.03263132027185245,21.702351014176088,-440.16886696011943,2298.6784675229956,-2542.660163222653
0.598,0.0326287820111143,21.66550827911761,-439.70501625748574,2296.8860883752827,-2541.2022060357504
0.599,0.03262327257509512,21.628709251539316,-439.24155440042034,2295.094830448235,-2539.744916026236
0.6,0.032614796684900416,21.591953892769787,-438.7784811403784,2293.3046932008974,-2538.288292960351
0.601,0.03260335905783729,21.55524216416198,-438.3157962289288,2291.5156760925065,-2536.832336604398
0.602,0.0325889644074181,21.518574027093244,-437.8534994177537,2289.727778582485,-2535.377046724736
0.603,0.03257161744335957,21.481949442965337,-437.391590458649,2287.941000130446,-2533.9224230877826
0.604,0.03255132287158646,21.445368373204353,-436.9300691035239,2286.155340196191,-2532.4684654600164
0.605,0.03252808539423235,21.408830779260775,-436.4689351044012,2284.370798239712,-2531.0151736079715
0.606,0.03250190970964195,21.37233662260942,-436.008188213417,2282.5873737211887,-2529.5625472982433
0.607,0.03247280051237389,21.335885864749457,-435.5478281828205,2280.8050661009893,-2528.1105862974846
0.608,0.032440762493199826,21.299478467204395,-435.08785476497474,2279.0238748396723,-2526.6592903724063
0.609,0.03240580033910867,21.263114391522052,-434.62826771235564,2277.243799397984,-2525.2086592897795
0.61,0.03236791873330702,21.22679359927456,-434.1690667775524,2275.4648392368595,-2523.7586928164324
0.611,0.032327122355222504,21.190516052058378,-433.7102517132678,2273.686993817423,-2522.309390719253
